,Carburant,Hybride,Puissance maximale (kW),type_boite,nombre_vitesses,CO2 (g/km),Carrosserie,gamme,masse vide moyenne
11479,GO,non,95.0,A,7,201.0,MINIBUS,MOY-INFER,2780.5
11489,GO,non,95.0,A,7,209.0,MINIBUS,MOY-INFER,2780.5
11499,GO,non,95.0,A,7,214.0,MINIBUS,MOY-INFER,2780.5
11583,GO,non,95.0,A,5,238.0,MINIBUS,MOY-INFER,2792.5
11587,GO,non,95.0,A,5,241.0,MINIBUS,MOY-INFER,2792.5
11591,GO,non,95.0,A,5,246.0,MINIBUS,MOY-INFER,2792.5
11595,GO,non,95.0,M,6,189.0,MINIBUS,MOY-INFER,2792.5
11600,GO,non,95.0,M,6,197.0,MINIBUS,MOY-INFER,2792.5
11605,GO,non,95.0,M,6,205.0,MINIBUS,MOY-INFER,2792.5
11613,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2792.5
11617,GO,non,95.0,A,7,201.0,MINIBUS,MOY-INFER,2792.5
11627,GO,non,95.0,A,7,209.0,MINIBUS,MOY-INFER,2792.5
11637,GO,non,95.0,A,7,214.0,MINIBUS,MOY-INFER,2792.5
11647,GO,non,95.0,A,5,238.0,MINIBUS,MOY-INFER,2722.5
11651,GO,non,95.0,A,5,241.0,MINIBUS,MOY-INFER,2722.5
11655,GO,non,95.0,A,5,246.0,MINIBUS,MOY-INFER,2722.5
11659,GO,non,95.0,M,6,189.0,MINIBUS,MOY-INFER,2722.5
11663,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2722.5
11664,GO,non,95.0,M,6,197.0,MINIBUS,MOY-INFER,2722.5
11669,GO,non,95.0,M,6,205.0,MINIBUS,MOY-INFER,2722.5
11675,GO,non,95.0,M,6,224.0,MINIBUS,MOY-INFER,2722.5
11681,GO,non,95.0,A,7,201.0,MINIBUS,MOY-INFER,2722.5
11689,GO,non,95.0,A,7,216.0,MINIBUS,MOY-INFER,2722.5
11691,GO,non,95.0,A,7,209.0,MINIBUS,MOY-INFER,2722.5
11699,GO,non,95.0,A,7,218.0,MINIBUS,MOY-INFER,2722.5
11701,GO,non,95.0,A,7,214.0,MINIBUS,MOY-INFER,2722.5
11711,GO,non,95.0,A,7,224.0,MINIBUS,MOY-INFER,2722.5
11922,GO,non,95.0,A,5,238.0,MINIBUS,MOY-INFER,2718.5
11926,GO,non,95.0,A,5,241.0,MINIBUS,MOY-INFER,2718.5
11930,GO,non,95.0,A,5,246.0,MINIBUS,MOY-INFER,2718.5
11934,GO,non,95.0,M,6,189.0,MINIBUS,MOY-INFER,2718.5
11940,GO,non,95.0,M,6,197.0,MINIBUS,MOY-INFER,2718.5
11946,GO,non,95.0,M,6,205.0,MINIBUS,MOY-INFER,2718.5
11956,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2718.5
11960,GO,non,95.0,A,7,201.0,MINIBUS,MOY-INFER,2718.5
11972,GO,non,95.0,A,7,209.0,MINIBUS,MOY-INFER,2718.5
11984,GO,non,95.0,A,7,214.0,MINIBUS,MOY-INFER,2718.5
12002,GO,non,95.0,A,5,238.0,MINIBUS,MOY-INFER,2797.5
12006,GO,non,95.0,A,5,241.0,MINIBUS,MOY-INFER,2797.5
12010,GO,non,95.0,A,5,246.0,MINIBUS,MOY-INFER,2797.5
12014,GO,non,95.0,M,6,189.0,MINIBUS,MOY-INFER,2797.5
12019,GO,non,95.0,M,6,197.0,MINIBUS,MOY-INFER,2797.5
12024,GO,non,95.0,M,6,205.0,MINIBUS,MOY-INFER,2797.5
12032,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2797.5
12036,GO,non,95.0,A,7,201.0,MINIBUS,MOY-INFER,2797.5
12046,GO,non,95.0,A,7,209.0,MINIBUS,MOY-INFER,2797.5
12056,GO,non,95.0,A,7,214.0,MINIBUS,MOY-INFER,2797.5
12066,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2154.5
12067,GO,non,120.0,M,6,213.0,MINIBUS,MOY-INFER,2247.5
12068,GO,non,120.0,M,6,219.0,MINIBUS,MOY-INFER,2154.5
12070,GO,non,120.0,M,6,222.0,MINIBUS,MOY-INFER,2247.5
12072,GO,non,120.0,A,7,211.0,MINIBUS,MOY-INFER,2154.5
12073,GO,non,120.0,A,7,213.0,MINIBUS,MOY-INFER,2247.5
12074,GO,non,120.0,A,7,213.0,MINIBUS,MOY-INFER,2154.5
12076,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2247.5
12078,GO,non,120.0,M,6,213.0,MINIBUS,MOY-INFER,2312.5
12079,GO,non,120.0,M,6,213.0,MINIBUS,MOY-INFER,2457.5
12080,GO,non,120.0,M,6,222.0,MINIBUS,MOY-INFER,2312.5
12082,GO,non,120.0,M,6,222.0,MINIBUS,MOY-INFER,2457.5
12095,GO,non,120.0,A,7,213.0,MINIBUS,MOY-INFER,2457.5
12100,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2457.5
12102,GO,non,120.0,M,6,213.0,MINIBUS,MOY-INFER,2343.0
12104,GO,non,120.0,M,6,215.0,MINIBUS,MOY-INFER,2647.5
12105,GO,non,120.0,M,6,222.0,MINIBUS,MOY-INFER,2343.0
12109,GO,non,120.0,M,6,224.0,MINIBUS,MOY-INFER,2647.5
12147,GO,non,120.0,A,5,238.0,MINIBUS,MOY-INFER,2717.5
12151,GO,non,120.0,A,5,241.0,MINIBUS,MOY-INFER,2717.5
12155,GO,non,120.0,M,6,189.0,MINIBUS,MOY-INFER,2717.5
12157,GO,non,120.0,M,6,197.0,MINIBUS,MOY-INFER,2717.5
12161,GO,non,120.0,M,6,215.0,MINIBUS,MOY-INFER,2700.5
12162,GO,non,120.0,M,6,205.0,MINIBUS,MOY-INFER,2717.5
12170,GO,non,120.0,M,6,224.0,MINIBUS,MOY-INFER,2700.5
12172,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2717.5
12176,GO,non,120.0,A,7,201.0,MINIBUS,MOY-INFER,2717.5
12178,GO,non,120.0,A,7,213.0,MINIBUS,MOY-INFER,2312.5
12180,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2700.5
12181,GO,non,120.0,A,7,209.0,MINIBUS,MOY-INFER,2717.5
12185,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2312.5
12189,GO,non,120.0,A,7,218.0,MINIBUS,MOY-INFER,2700.5
12272,GO,non,120.0,A,7,213.0,MINIBUS,MOY-INFER,2343.0
12279,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2343.0
12285,GO,non,120.0,A,5,238.0,MINIBUS,MOY-INFER,2780.5
12289,GO,non,120.0,A,5,241.0,MINIBUS,MOY-INFER,2780.5
12293,GO,non,120.0,M,6,189.0,MINIBUS,MOY-INFER,2780.5
12295,GO,non,120.0,M,6,197.0,MINIBUS,MOY-INFER,2780.5
12300,GO,non,120.0,M,6,205.0,MINIBUS,MOY-INFER,2780.5
12310,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2780.5
12314,GO,non,120.0,A,7,201.0,MINIBUS,MOY-INFER,2780.5
12319,GO,non,120.0,A,7,209.0,MINIBUS,MOY-INFER,2780.5
12379,GO,non,120.0,A,5,238.0,MINIBUS,MOY-INFER,2792.5
12383,GO,non,120.0,A,5,241.0,MINIBUS,MOY-INFER,2792.5
12387,GO,non,120.0,M,6,189.0,MINIBUS,MOY-INFER,2792.5
12389,GO,non,120.0,M,6,197.0,MINIBUS,MOY-INFER,2792.5
12394,GO,non,120.0,M,6,205.0,MINIBUS,MOY-INFER,2792.5
12404,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2792.5
12408,GO,non,120.0,A,7,201.0,MINIBUS,MOY-INFER,2792.5
12413,GO,non,120.0,A,7,209.0,MINIBUS,MOY-INFER,2792.5
12423,GO,non,120.0,A,5,238.0,MINIBUS,MOY-INFER,2722.5
12427,GO,non,120.0,A,5,241.0,MINIBUS,MOY-INFER,2722.5
12433,GO,non,120.0,A,5,246.0,MINIBUS,MOY-INFER,2722.5
12439,GO,non,120.0,M,6,189.0,MINIBUS,MOY-INFER,2722.5
12441,GO,non,120.0,M,6,197.0,MINIBUS,MOY-INFER,2722.5
12446,GO,non,120.0,M,6,205.0,MINIBUS,MOY-INFER,2722.5
12454,GO,non,120.0,M,6,224.0,MINIBUS,MOY-INFER,2722.5
12462,GO,non,120.0,A,7,201.0,MINIBUS,MOY-INFER,2722.5
12466,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2722.5
12467,GO,non,120.0,A,7,209.0,MINIBUS,MOY-INFER,2722.5
12475,GO,non,120.0,A,7,218.0,MINIBUS,MOY-INFER,2722.5
12477,GO,non,120.0,A,7,214.0,MINIBUS,MOY-INFER,2722.5
12613,GO,non,120.0,A,5,246.0,MINIBUS,MOY-INFER,2780.5
12657,GO,non,120.0,A,7,214.0,MINIBUS,MOY-INFER,2780.5
12663,GO,non,120.0,A,5,238.0,MINIBUS,MOY-INFER,2718.5
12667,GO,non,120.0,A,5,241.0,MINIBUS,MOY-INFER,2718.5
12673,GO,non,120.0,A,5,246.0,MINIBUS,MOY-INFER,2718.5
12679,GO,non,120.0,M,6,189.0,MINIBUS,MOY-INFER,2718.5
12681,GO,non,120.0,M,6,197.0,MINIBUS,MOY-INFER,2718.5
12687,GO,non,120.0,M,6,205.0,MINIBUS,MOY-INFER,2718.5
12699,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2718.5
12705,GO,non,120.0,A,7,201.0,MINIBUS,MOY-INFER,2718.5
12711,GO,non,120.0,A,7,209.0,MINIBUS,MOY-INFER,2718.5
12723,GO,non,120.0,A,7,214.0,MINIBUS,MOY-INFER,2718.5
12729,GO,non,120.0,A,5,238.0,MINIBUS,MOY-INFER,2797.5
12733,GO,non,120.0,A,5,241.0,MINIBUS,MOY-INFER,2797.5
12737,GO,non,120.0,A,5,246.0,MINIBUS,MOY-INFER,2797.5
12741,GO,non,120.0,M,6,189.0,MINIBUS,MOY-INFER,2797.5
12743,GO,non,120.0,M,6,197.0,MINIBUS,MOY-INFER,2797.5
12748,GO,non,120.0,M,6,205.0,MINIBUS,MOY-INFER,2797.5
12758,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2797.5
12764,GO,non,120.0,A,7,201.0,MINIBUS,MOY-INFER,2797.5
12769,GO,non,120.0,A,7,209.0,MINIBUS,MOY-INFER,2797.5
12779,GO,non,120.0,A,7,214.0,MINIBUS,MOY-INFER,2797.5
12783,GO,non,140.0,A,5,269.0,MINIBUS,MOY-INFER,2727.5
12787,GO,non,140.0,A,5,272.0,MINIBUS,MOY-INFER,2727.5
12791,GO,non,140.0,M,6,240.0,MINIBUS,MOY-INFER,2727.5
12797,GO,non,140.0,A,7,233.0,MINIBUS,MOY-INFER,2727.5
12799,GO,non,140.0,A,7,243.0,MINIBUS,MOY-INFER,2727.5
12843,GO,non,140.0,A,5,269.0,MINIBUS,MOY-INFER,2806.0
12847,GO,non,140.0,A,5,272.0,MINIBUS,MOY-INFER,2806.0
12851,GO,non,140.0,M,6,240.0,MINIBUS,MOY-INFER,2806.0
12857,GO,non,140.0,A,7,233.0,MINIBUS,MOY-INFER,2806.0
12859,GO,non,140.0,A,7,243.0,MINIBUS,MOY-INFER,2806.0
12863,GO,non,140.0,A,5,269.0,MINIBUS,MOY-INFER,2727.0
12867,GO,non,140.0,A,5,272.0,MINIBUS,MOY-INFER,2727.0
12871,GO,non,140.0,M,6,240.0,MINIBUS,MOY-INFER,2727.0
12877,GO,non,140.0,A,7,233.0,MINIBUS,MOY-INFER,2727.0
12879,GO,non,140.0,A,7,243.0,MINIBUS,MOY-INFER,2727.0
12883,GO,non,140.0,A,5,269.0,MINIBUS,MOY-INFER,2840.0
12887,GO,non,140.0,A,5,272.0,MINIBUS,MOY-INFER,2840.0
12891,GO,non,140.0,M,6,240.0,MINIBUS,MOY-INFER,2840.0
12897,GO,non,140.0,A,7,233.0,MINIBUS,MOY-INFER,2840.0
12899,GO,non,140.0,A,7,243.0,MINIBUS,MOY-INFER,2840.0
12903,GO,non,140.0,A,5,269.0,MINIBUS,MOY-INFER,2722.5
12907,GO,non,140.0,A,5,272.0,MINIBUS,MOY-INFER,2722.5
12911,GO,non,140.0,M,6,240.0,MINIBUS,MOY-INFER,2722.5
12917,GO,non,140.0,A,7,233.0,MINIBUS,MOY-INFER,2722.5
12919,GO,non,140.0,A,7,243.0,MINIBUS,MOY-INFER,2722.5
12923,GO,non,140.0,A,7,262.0,MINIBUS,MOY-INFER,2722.5
12939,GO,non,140.0,M,6,258.0,MINIBUS,MOY-INFER,2722.5
12989,GO,non,140.0,A,7,262.0,MINIBUS,MOY-INFER,2806.0
13015,GO,non,140.0,A,5,269.0,MINIBUS,MOY-INFER,2835.0
13019,GO,non,140.0,A,5,272.0,MINIBUS,MOY-INFER,2835.0
13023,GO,non,140.0,M,6,240.0,MINIBUS,MOY-INFER,2835.0
13029,GO,non,140.0,A,7,233.0,MINIBUS,MOY-INFER,2835.0
13031,GO,non,140.0,A,7,243.0,MINIBUS,MOY-INFER,2835.0
13044,ES,non,115.0,A,5,289.0,MINIBUS,MOY-INFER,2776.0
13045,ES,non,115.0,A,5,289.0,MINIBUS,MOY-INFER,2707.0
13046,ES,non,115.0,A,5,289.0,MINIBUS,MOY-INFER,2813.5
13117,GN,non,115.0,A,5,238.0,MINIBUS,MOY-INFER,2727.5
13119,GN,non,115.0,A,5,238.0,MINIBUS,MOY-INFER,2722.5
13121,GO,non,95.0,M,6,207.0,MINIBUS,MOY-INFER,2136.5
13123,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2136.5
13125,GO,non,95.0,M,6,219.0,MINIBUS,MOY-INFER,2136.5
13129,GO,non,95.0,A,7,211.0,MINIBUS,MOY-INFER,2136.5
13133,GO,non,95.0,A,7,213.0,MINIBUS,MOY-INFER,2136.5
13137,GO,non,95.0,A,7,219.0,MINIBUS,MOY-INFER,2136.5
13141,GO,non,95.0,M,6,207.0,MINIBUS,MOY-INFER,2040.5
13144,GO,non,95.0,M,6,208.0,MINIBUS,MOY-INFER,2040.5
13147,GO,non,95.0,M,6,216.0,MINIBUS,MOY-INFER,2040.5
13153,GO,non,95.0,A,7,208.0,MINIBUS,MOY-INFER,2040.5
13159,GO,non,95.0,A,7,211.0,MINIBUS,MOY-INFER,2040.5
13165,GO,non,95.0,A,7,216.0,MINIBUS,MOY-INFER,2040.5
13171,GO,non,95.0,M,6,207.0,MINIBUS,MOY-INFER,2299.0
13173,GO,non,95.0,M,6,213.0,MINIBUS,MOY-INFER,2299.0
13175,GO,non,95.0,M,6,222.0,MINIBUS,MOY-INFER,2299.0
13179,GO,non,95.0,A,7,213.0,MINIBUS,MOY-INFER,2299.0
13183,GO,non,95.0,A,7,216.0,MINIBUS,MOY-INFER,2299.0
13187,GO,non,95.0,A,7,222.0,MINIBUS,MOY-INFER,2299.0
13261,GO,non,95.0,M,6,207.0,MINIBUS,MOY-INFER,2329.0
13264,GO,non,95.0,M,6,213.0,MINIBUS,MOY-INFER,2329.0
13267,GO,non,95.0,M,6,222.0,MINIBUS,MOY-INFER,2329.0
13273,GO,non,95.0,A,7,213.0,MINIBUS,MOY-INFER,2329.0
13279,GO,non,95.0,A,7,216.0,MINIBUS,MOY-INFER,2329.0
13285,GO,non,95.0,A,7,222.0,MINIBUS,MOY-INFER,2329.0
13577,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2650.5
13584,GO,non,95.0,M,6,215.0,MINIBUS,MOY-INFER,2650.5
13595,GO,non,95.0,M,6,224.0,MINIBUS,MOY-INFER,2650.5
13613,GO,non,95.0,A,7,216.0,MINIBUS,MOY-INFER,2650.5
13627,GO,non,95.0,A,7,218.0,MINIBUS,MOY-INFER,2650.5
13641,GO,non,95.0,A,7,224.0,MINIBUS,MOY-INFER,2650.5
13707,GO,non,95.0,A,5,238.0,MINIBUS,MOY-INFER,2771.0
13711,GO,non,95.0,A,5,241.0,MINIBUS,MOY-INFER,2771.0
13715,GO,non,95.0,A,5,246.0,MINIBUS,MOY-INFER,2771.0
13719,GO,non,95.0,M,6,189.0,MINIBUS,MOY-INFER,2771.0
13724,GO,non,95.0,M,6,197.0,MINIBUS,MOY-INFER,2771.0
13729,GO,non,95.0,M,6,205.0,MINIBUS,MOY-INFER,2771.0
13737,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2771.0
13741,GO,non,95.0,A,7,201.0,MINIBUS,MOY-INFER,2771.0
13751,GO,non,95.0,A,7,209.0,MINIBUS,MOY-INFER,2771.0
13761,GO,non,95.0,A,7,214.0,MINIBUS,MOY-INFER,2771.0
13771,GO,non,95.0,A,5,238.0,MINIBUS,MOY-INFER,2706.0
13775,GO,non,95.0,A,5,241.0,MINIBUS,MOY-INFER,2706.0
13779,GO,non,95.0,A,5,246.0,MINIBUS,MOY-INFER,2706.0
13783,GO,non,95.0,M,6,189.0,MINIBUS,MOY-INFER,2706.0
13789,GO,non,95.0,M,6,197.0,MINIBUS,MOY-INFER,2706.0
13795,GO,non,95.0,M,6,205.0,MINIBUS,MOY-INFER,2706.0
13805,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2706.0
13809,GO,non,95.0,A,7,201.0,MINIBUS,MOY-INFER,2706.0
13821,GO,non,95.0,A,7,209.0,MINIBUS,MOY-INFER,2706.0
13833,GO,non,95.0,A,7,214.0,MINIBUS,MOY-INFER,2706.0
13845,GO,non,95.0,A,5,238.0,MINIBUS,MOY-INFER,2695.5
13849,GO,non,95.0,A,5,241.0,MINIBUS,MOY-INFER,2695.5
13853,GO,non,95.0,A,5,246.0,MINIBUS,MOY-INFER,2695.5
13857,GO,non,95.0,M,6,189.0,MINIBUS,MOY-INFER,2695.5
13863,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2645.5
13864,GO,non,95.0,M,6,197.0,MINIBUS,MOY-INFER,2695.5
13870,GO,non,95.0,M,6,215.0,MINIBUS,MOY-INFER,2645.5
13871,GO,non,95.0,M,6,205.0,MINIBUS,MOY-INFER,2695.5
13881,GO,non,95.0,M,6,224.0,MINIBUS,MOY-INFER,2645.5
13883,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2695.5
13887,GO,non,95.0,A,7,201.0,MINIBUS,MOY-INFER,2695.5
13899,GO,non,95.0,A,7,216.0,MINIBUS,MOY-INFER,2645.5
13901,GO,non,95.0,A,7,209.0,MINIBUS,MOY-INFER,2695.5
13913,GO,non,95.0,A,7,218.0,MINIBUS,MOY-INFER,2645.5
13915,GO,non,95.0,A,7,214.0,MINIBUS,MOY-INFER,2695.5
13927,GO,non,95.0,A,7,224.0,MINIBUS,MOY-INFER,2645.5
14135,GO,non,95.0,A,5,238.0,MINIBUS,MOY-INFER,2721.0
14139,GO,non,95.0,A,5,241.0,MINIBUS,MOY-INFER,2721.0
14143,GO,non,95.0,A,5,246.0,MINIBUS,MOY-INFER,2721.0
14147,GO,non,95.0,M,6,189.0,MINIBUS,MOY-INFER,2721.0
14154,GO,non,95.0,M,6,197.0,MINIBUS,MOY-INFER,2721.0
14161,GO,non,95.0,M,6,205.0,MINIBUS,MOY-INFER,2721.0
14173,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2721.0
14177,GO,non,95.0,A,7,201.0,MINIBUS,MOY-INFER,2721.0
14191,GO,non,95.0,A,7,209.0,MINIBUS,MOY-INFER,2721.0
14205,GO,non,95.0,A,7,214.0,MINIBUS,MOY-INFER,2721.0
14580,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2136.5
14582,GO,non,120.0,M,6,219.0,MINIBUS,MOY-INFER,2136.5
14586,GO,non,120.0,A,7,211.0,MINIBUS,MOY-INFER,2136.5
14588,GO,non,120.0,A,7,213.0,MINIBUS,MOY-INFER,2136.5
14592,GO,non,120.0,M,6,208.0,MINIBUS,MOY-INFER,2040.5
14595,GO,non,120.0,M,6,216.0,MINIBUS,MOY-INFER,2040.5
14601,GO,non,120.0,A,7,208.0,MINIBUS,MOY-INFER,2040.5
14604,GO,non,120.0,A,7,211.0,MINIBUS,MOY-INFER,2040.5
14610,GO,non,120.0,M,6,213.0,MINIBUS,MOY-INFER,2299.0
14612,GO,non,120.0,M,6,222.0,MINIBUS,MOY-INFER,2299.0
14616,GO,non,120.0,A,7,213.0,MINIBUS,MOY-INFER,2299.0
14618,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2299.0
14664,GO,non,120.0,M,6,213.0,MINIBUS,MOY-INFER,2329.0
14667,GO,non,120.0,M,6,222.0,MINIBUS,MOY-INFER,2329.0
14673,GO,non,120.0,A,7,213.0,MINIBUS,MOY-INFER,2329.0
14675,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2647.5
14676,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2329.0
14680,GO,non,120.0,A,7,218.0,MINIBUS,MOY-INFER,2647.5
14870,GO,non,120.0,M,6,215.0,MINIBUS,MOY-INFER,2650.5
14883,GO,non,120.0,M,6,224.0,MINIBUS,MOY-INFER,2650.5
14895,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2650.5
14908,GO,non,120.0,A,7,218.0,MINIBUS,MOY-INFER,2650.5
14954,GO,non,120.0,A,5,238.0,MINIBUS,MOY-INFER,2771.0
14958,GO,non,120.0,A,5,241.0,MINIBUS,MOY-INFER,2771.0
14962,GO,non,120.0,M,6,189.0,MINIBUS,MOY-INFER,2771.0
14964,GO,non,120.0,M,6,197.0,MINIBUS,MOY-INFER,2771.0
14969,GO,non,120.0,M,6,205.0,MINIBUS,MOY-INFER,2771.0
14979,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2771.0
14983,GO,non,120.0,A,7,201.0,MINIBUS,MOY-INFER,2771.0
14988,GO,non,120.0,A,7,209.0,MINIBUS,MOY-INFER,2771.0
14998,GO,non,120.0,A,5,238.0,MINIBUS,MOY-INFER,2706.0
15002,GO,non,120.0,A,5,241.0,MINIBUS,MOY-INFER,2706.0
15006,GO,non,120.0,M,6,189.0,MINIBUS,MOY-INFER,2706.0
15008,GO,non,120.0,M,6,197.0,MINIBUS,MOY-INFER,2706.0
15014,GO,non,120.0,M,6,205.0,MINIBUS,MOY-INFER,2706.0
15026,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2706.0
15030,GO,non,120.0,A,7,201.0,MINIBUS,MOY-INFER,2706.0
15036,GO,non,120.0,A,7,209.0,MINIBUS,MOY-INFER,2706.0
15048,GO,non,120.0,A,5,238.0,MINIBUS,MOY-INFER,2695.5
15052,GO,non,120.0,A,5,241.0,MINIBUS,MOY-INFER,2695.5
15056,GO,non,120.0,M,6,189.0,MINIBUS,MOY-INFER,2695.5
15058,GO,non,120.0,M,6,197.0,MINIBUS,MOY-INFER,2695.5
15064,GO,non,120.0,M,6,215.0,MINIBUS,MOY-INFER,2645.5
15065,GO,non,120.0,M,6,205.0,MINIBUS,MOY-INFER,2695.5
15077,GO,non,120.0,M,6,224.0,MINIBUS,MOY-INFER,2645.5
15079,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2695.5
15083,GO,non,120.0,A,7,201.0,MINIBUS,MOY-INFER,2695.5
15089,GO,non,120.0,A,7,216.0,MINIBUS,MOY-INFER,2645.5
15090,GO,non,120.0,A,7,209.0,MINIBUS,MOY-INFER,2695.5
15102,GO,non,120.0,A,7,218.0,MINIBUS,MOY-INFER,2645.5
15274,GO,non,120.0,A,5,238.0,MINIBUS,MOY-INFER,2721.0
15278,GO,non,120.0,A,5,241.0,MINIBUS,MOY-INFER,2721.0
15282,GO,non,120.0,M,6,189.0,MINIBUS,MOY-INFER,2721.0
15284,GO,non,120.0,M,6,197.0,MINIBUS,MOY-INFER,2721.0
15291,GO,non,120.0,M,6,205.0,MINIBUS,MOY-INFER,2721.0
15305,GO,non,120.0,M,6,210.0,MINIBUS,MOY-INFER,2721.0
15309,GO,non,120.0,A,7,201.0,MINIBUS,MOY-INFER,2721.0
15316,GO,non,120.0,A,7,209.0,MINIBUS,MOY-INFER,2721.0
15330,GO,non,120.0,A,7,214.0,MINIBUS,MOY-INFER,2721.0
15398,GO,non,120.0,A,5,246.0,MINIBUS,MOY-INFER,2771.0
15442,GO,non,120.0,A,7,214.0,MINIBUS,MOY-INFER,2771.0
15458,GO,non,120.0,A,5,246.0,MINIBUS,MOY-INFER,2706.0
15508,GO,non,120.0,A,7,214.0,MINIBUS,MOY-INFER,2706.0
15570,GO,non,120.0,A,7,214.0,MINIBUS,MOY-INFER,2695.5
15728,GO,non,140.0,A,5,269.0,MINIBUS,MOY-INFER,2798.5
15732,GO,non,140.0,A,5,272.0,MINIBUS,MOY-INFER,2798.5
15736,GO,non,140.0,M,6,240.0,MINIBUS,MOY-INFER,2798.5
15742,GO,non,140.0,A,7,233.0,MINIBUS,MOY-INFER,2798.5
15744,GO,non,140.0,A,7,243.0,MINIBUS,MOY-INFER,2798.5
15748,GO,non,140.0,A,5,269.0,MINIBUS,MOY-INFER,2719.5
15752,GO,non,140.0,A,5,272.0,MINIBUS,MOY-INFER,2719.5
15756,GO,non,140.0,M,6,240.0,MINIBUS,MOY-INFER,2719.5
15762,GO,non,140.0,A,7,233.0,MINIBUS,MOY-INFER,2719.5
15764,GO,non,140.0,A,7,243.0,MINIBUS,MOY-INFER,2719.5
15768,GO,non,140.0,A,5,269.0,MINIBUS,MOY-INFER,2714.0
15776,GO,non,140.0,A,5,272.0,MINIBUS,MOY-INFER,2714.0
15784,GO,non,140.0,M,6,240.0,MINIBUS,MOY-INFER,2714.0
15796,GO,non,140.0,A,7,233.0,MINIBUS,MOY-INFER,2714.0
15800,GO,non,140.0,A,7,243.0,MINIBUS,MOY-INFER,2714.0
15954,GO,non,140.0,A,7,262.0,MINIBUS,MOY-INFER,2798.5
15970,GO,non,140.0,M,6,258.0,MINIBUS,MOY-INFER,2719.5
15978,GO,non,140.0,A,7,262.0,MINIBUS,MOY-INFER,2719.5
16042,ES,non,115.0,A,5,289.0,MINIBUS,MOY-INFER,2724.5
16043,ES,non,115.0,A,5,289.0,MINIBUS,MOY-INFER,2694.5
16044,ES,non,115.0,A,5,289.0,MINIBUS,MOY-INFER,2726.0
16114,GO,non,95.0,M,6,207.0,MINIBUS,MOY-INFER,2063.5
16117,GO,non,95.0,M,6,208.0,MINIBUS,MOY-INFER,2063.5
16120,GO,non,95.0,M,6,216.0,MINIBUS,MOY-INFER,2063.5
16126,GO,non,95.0,A,7,208.0,MINIBUS,MOY-INFER,2063.5
16132,GO,non,95.0,A,7,211.0,MINIBUS,MOY-INFER,2063.5
16138,GO,non,95.0,A,7,216.0,MINIBUS,MOY-INFER,2063.5
16217,GO,non,95.0,M,6,207.0,MINIBUS,MOY-INFER,2467.5
16221,GO,non,95.0,M,6,213.0,MINIBUS,MOY-INFER,2467.5
16228,GO,non,95.0,M,6,222.0,MINIBUS,MOY-INFER,2467.5
16236,GO,non,95.0,A,7,213.0,MINIBUS,MOY-INFER,2467.5
16244,GO,non,95.0,A,7,216.0,MINIBUS,MOY-INFER,2467.5
16252,GO,non,95.0,A,7,222.0,MINIBUS,MOY-INFER,2467.5
16436,GO,non,95.0,M,6,210.0,MINIBUS,MOY-INFER,2635.5
16443,GO,non,95.0,M,6,215.0,MINIBUS,MOY-INFER,2635.5
16454,GO,non,95.0,M,6,224.0,MINIBUS,MOY-INFER,2635.5
16472,GO,non,95.0,A,7,216.0,MINIBUS,MOY-INFER,2635.5
16486,GO,non,95.0,A,7,218.0,MINIBUS,MOY-INFER,2635.5
16500,GO,non,95.0,A,7,224.0,MINIBUS,MOY-INFER,2635.5
