,Carburant,Hybride,Puissance maximale (kW),type_boite,nombre_vitesses,CO2 (g/km),Carrosserie,gamme,masse vide moyenne
43131,ES,non,338.0,A,8,349.0,BERLINE,LUXE,2745.0
43135,ES,non,338.0,A,8,347.0,COUPE,LUXE,2655.0
43137,ES,non,338.0,A,8,347.0,BERLINE,LUXE,2635.0
43141,ES,non,338.0,A,8,347.0,COUPE,LUXE,2705.0
43143,GO,non,103.0,A,6,149.0,MONOSPACE,SUPERIEURE,1803.0
43144,GO,non,103.0,M,6,143.0,MONOSPACE,SUPERIEURE,1774.0
43145,GO,non,103.0,A,6,149.0,MONOSPACE,SUPERIEURE,1851.0
43146,GO,non,103.0,M,6,146.0,MONOSPACE,SUPERIEURE,1822.0
43147,GO,non,103.0,M,6,158.0,MONOSPACE,SUPERIEURE,1891.0
43148,GO,non,103.0,M,6,162.0,MONOSPACE,SUPERIEURE,1942.0
43149,GO,non,85.0,M,6,143.0,MONOSPACE,SUPERIEURE,1772.0
43150,GO,non,85.0,M,6,146.0,MONOSPACE,SUPERIEURE,1823.0
43151,GO,non,130.0,A,6,154.0,MONOSPACE,SUPERIEURE,1804.0
43152,GO,non,130.0,M,6,152.0,MONOSPACE,SUPERIEURE,1800.0
43153,GO,non,130.0,A,6,154.0,MONOSPACE,SUPERIEURE,1855.0
43154,GO,non,130.0,M,6,152.0,MONOSPACE,SUPERIEURE,1851.0
43155,ES,non,110.0,A,6,178.0,MONOSPACE,SUPERIEURE,1742.0
43156,ES,non,110.0,M,6,167.0,MONOSPACE,SUPERIEURE,1723.0
43157,ES,non,110.0,A,6,178.0,MONOSPACE,SUPERIEURE,1790.0
43158,ES,non,110.0,M,6,167.0,MONOSPACE,SUPERIEURE,1771.0
43159,GO,non,77.0,A,7,129.0,MONOSPACE COMPACT,MOY-INFER,1505.0
43160,GO,non,77.0,M,5,119.0,MONOSPACE COMPACT,MOY-INFER,1480.0
43161,ES,non,77.0,M,6,132.0,MONOSPACE COMPACT,MOY-INFER,1395.0
43162,GO,non,103.0,M,6,129.0,MONOSPACE COMPACT,MOY-INFER,1490.0
43163,GO,non,77.0,A,7,129.0,MONOSPACE COMPACT,MOY-INFER,1475.0
43164,GO,non,77.0,M,5,119.0,MONOSPACE COMPACT,MOY-INFER,1450.0
43165,ES,non,77.0,M,6,132.0,MONOSPACE COMPACT,MOY-INFER,1360.0
43166,GO,non,103.0,M,6,129.0,MONOSPACE COMPACT,MOY-INFER,1465.0
43167,GO,non,103.0,M,6,155.0,MONOSPACE COMPACT,MOY-INFER,1615.0
43168,ES,non,88.0,M,6,169.0,BERLINE,MOY-SUPER,1495.0
43169,ES,non,118.0,M,6,169.0,BERLINE,MOY-SUPER,1495.0
43170,GO,non,125.0,M,6,142.0,BERLINE,MOY-SUPER,1530.0
43171,GO,non,105.0,V,0,146.0,BERLINE,MOY-SUPER,1545.0
43172,GO,non,105.0,M,6,129.0,BERLINE,MOY-SUPER,1505.0
43173,GO,non,105.0,M,6,117.0,BERLINE,MOY-SUPER,1505.0
43174,GO,non,88.0,M,6,129.0,BERLINE,MOY-SUPER,1505.0
43175,GO,non,88.0,M,6,117.0,BERLINE,MOY-SUPER,1505.0
43176,ES,non,88.0,M,6,172.0,BERLINE,MOY-SUPER,1555.0
43177,ES,non,118.0,M,6,172.0,BERLINE,MOY-SUPER,1555.0
43178,GO,non,125.0,M,6,142.0,BREAK,MOY-SUPER,1590.0
43179,GO,non,105.0,V,0,146.0,BERLINE,MOY-SUPER,1605.0
43180,GO,non,105.0,M,6,119.0,BREAK,MOY-SUPER,1565.0
43181,GO,non,88.0,M,6,132.0,BREAK,MOY-SUPER,1565.0
43182,GO,non,88.0,M,6,119.0,BREAK,MOY-SUPER,1565.0
43183,GO,non,66.0,M,5,109.0,BERLINE,INFERIEURE,1170.0
43184,GO,non,77.0,M,5,109.0,BERLINE,INFERIEURE,1170.0
43185,ES,non,77.0,A,7,124.0,BERLINE,INFERIEURE,1115.0
43186,ES,non,77.0,M,5,119.0,BERLINE,INFERIEURE,1090.0
43187,ES,non,77.0,M,5,113.0,BERLINE,INFERIEURE,1095.0
43188,GO,non,105.0,M,6,119.0,BERLINE,INFERIEURE,1245.0
43189,GO,non,55.0,M,5,89.0,BERLINE,INFERIEURE,1150.0
43190,GO,non,55.0,M,5,99.0,BERLINE,INFERIEURE,1135.0
43191,ES,non,63.0,M,5,139.0,BERLINE,INFERIEURE,1075.0
43192,ES,non,51.0,M,5,125.0,BERLINE,INFERIEURE,1049.0
43193,ES,non,44.0,M,5,125.0,BERLINE,INFERIEURE,1049.0
43194,ES,non,132.0,A,7,139.0,BERLINE,INFERIEURE,1259.0
43196,ES,non,110.0,A,7,139.0,BERLINE,INFERIEURE,1254.0
43197,GO,non,66.0,M,5,109.0,BERLINE,INFERIEURE,1225.0
43198,GO,non,77.0,M,5,109.0,BERLINE,INFERIEURE,1225.0
43199,ES,non,77.0,A,7,124.0,BERLINE,INFERIEURE,1165.0
43200,ES,non,77.0,M,5,119.0,BERLINE,INFERIEURE,1145.0
43201,ES,non,77.0,M,5,113.0,BERLINE,INFERIEURE,1150.0
43202,GO,non,55.0,M,5,99.0,BERLINE,INFERIEURE,1190.0
43203,GO,non,55.0,M,5,89.0,BERLINE,INFERIEURE,1205.0
43204,ES,non,63.0,M,5,139.0,BERLINE,INFERIEURE,1130.0
43205,ES,non,51.0,M,5,128.0,BERLINE,INFERIEURE,1110.0
43206,ES,non,44.0,M,5,128.0,BERLINE,INFERIEURE,1110.0
43207,ES,non,132.0,A,7,132.0,BERLINE,MOY-INFER,1327.0
43208,ES,non,132.0,M,6,137.0,BERLINE,MOY-INFER,1310.0
43210,ES,non,77.0,A,7,112.0,BERLINE,MOY-INFER,1235.0
43211,ES,non,77.0,M,5,119.0,BERLINE,MOY-INFER,1199.0
43212,ES,non,63.0,M,5,119.0,BERLINE,MOY-INFER,1188.0
43213,GO,non,110.0,M,6,116.0,BERLINE,MOY-INFER,1300.0
43214,GO,non,110.0,M,6,106.0,BERLINE,MOY-INFER,1305.0
43215,GO,non,77.0,M,5,108.0,BERLINE,MOY-INFER,1281.0
43216,GO,non,77.0,M,5,99.0,BERLINE,MOY-INFER,1286.0
43217,ES,non,90.0,M,6,120.0,BERLINE,MOY-INFER,1224.0
43218,GO,non,135.0,M,6,109.0,BERLINE,MOY-INFER,1370.0
43220,ES,non,103.0,M,6,119.0,BERLINE,MOY-INFER,1211.0
43221,ES,non,132.0,A,7,132.0,BERLINE,MOY-INFER,1307.0
43222,ES,non,132.0,M,6,137.0,BERLINE,MOY-INFER,1290.0
43223,ES,non,77.0,A,7,112.0,BERLINE,MOY-INFER,1215.0
43224,ES,non,77.0,M,5,119.0,BERLINE,MOY-INFER,1179.0
43225,ES,non,63.0,M,5,119.0,BERLINE,MOY-INFER,1168.0
43226,GO,non,110.0,A,6,117.0,BERLINE,MOY-INFER,1315.0
43227,GO,non,110.0,M,6,106.0,BERLINE,MOY-INFER,1285.0
43228,GO,non,77.0,M,5,108.0,BERLINE,MOY-INFER,1261.0
43229,GO,non,77.0,M,5,99.0,BERLINE,MOY-INFER,1266.0
43230,ES,non,90.0,M,6,120.0,BERLINE,MOY-INFER,1204.0
43231,GO,non,135.0,M,6,109.0,BERLINE,MOY-INFER,1350.0
43233,ES,non,44.0,M,5,105.0,BERLINE,INFERIEURE,929.0
43234,ES,non,44.0,M,5,95.0,BERLINE,INFERIEURE,940.0
43235,ES,non,44.0,A,5,103.0,BERLINE,INFERIEURE,932.0
43236,ES,non,55.0,M,5,108.0,BERLINE,INFERIEURE,929.0
43237,ES,non,55.0,M,5,98.0,BERLINE,MOY-SUPER,940.0
43238,ES,non,55.0,A,5,105.0,BERLINE,INFERIEURE,932.0
43239,ES,non,90.0,A,7,134.0,BERLINE,MOY-SUPER,1230.0
43240,GO,non,77.0,M,5,114.0,BERLINE,MOY-SUPER,1265.0
43241,GO,non,77.0,M,5,106.0,BERLINE,MOY-SUPER,1265.0
43242,GO,non,77.0,M,5,104.0,BERLINE,MOY-SUPER,1265.0
43243,ES,non,63.0,M,5,119.0,BERLINE,MOY-SUPER,1155.0
43244,ES,non,77.0,M,6,125.0,BERLINE,MOY-SUPER,1175.0
43245,ES,non,77.0,M,6,118.0,BERLINE,MOY-SUPER,1175.0
43246,ES,non,77.0,M,6,116.0,BERLINE,MOY-SUPER,1175.0
43247,ES,non,55.0,M,5,137.0,BERLINE,MOY-SUPER,1135.0
43252,ES,non,55.0,M,5,98.0,BERLINE,INFERIEURE,940.0
43254,ES,non,132.0,A,7,148.0,BERLINE,MOY-INFER,1318.0
43256,GO,non,55.0,M,5,109.0,BERLINE,MOY-INFER,1204.0
43258,GO,non,66.0,M,5,109.0,BERLINE,MOY-INFER,1204.0
43262,GO,non,77.0,M,5,109.0,BERLINE,MOY-INFER,1219.0
43264,ES,non,63.0,M,5,121.0,BERLINE,MOY-INFER,1116.0
43267,ES,non,77.0,A,7,124.0,BERLINE,MOY-INFER,1164.0
43268,ES,non,77.0,M,5,124.0,BERLINE,MOY-INFER,1130.0
43269,GO,non,55.0,M,5,89.0,BERLINE,MOY-INFER,1199.0
43270,GO,non,55.0,M,5,89.0,BERLINE,MOY-INFER,1203.0
43272,ES,non,44.0,M,5,128.0,BERLINE,MOY-INFER,1095.0
43273,GO,non,55.0,M,5,109.0,BREAK,MOY-INFER,1224.0
43274,GO,non,66.0,M,5,109.0,BREAK,MOY-INFER,1224.0
43277,GO,non,77.0,M,5,109.0,BREAK,MOY-INFER,1239.0
43278,ES,non,63.0,M,5,121.0,BREAK,MOY-INFER,1136.0
43279,ES,non,77.0,A,7,124.0,BREAK,MOY-INFER,1184.0
43280,ES,non,77.0,M,5,124.0,BREAK,MOY-INFER,1150.0
43281,GO,non,55.0,M,5,89.0,BREAK,MOY-INFER,1219.0
43284,ES,non,44.0,M,5,132.0,BREAK,MOY-INFER,1110.0
43285,ES,non,90.0,A,7,147.0,BERLINE,MOY-SUPER,1335.0
43286,ES,non,90.0,A,7,147.0,BERLINE,MOY-SUPER,1345.0
43287,ES,non,90.0,A,7,147.0,BERLINE,MOY-SUPER,1330.0
43291,ES,non,90.0,M,6,148.0,BERLINE,MOY-SUPER,1315.0
43292,ES,non,90.0,M,6,148.0,BERLINE,MOY-SUPER,1325.0
43293,ES,non,90.0,M,6,148.0,BERLINE,MOY-SUPER,1310.0
43298,GO,non,77.0,M,5,99.0,BERLINE,MOY-SUPER,1390.0
43301,GO,non,77.0,A,7,123.0,BERLINE,MOY-SUPER,1380.0
43302,GO,non,77.0,A,7,123.0,BERLINE,MOY-SUPER,1375.0
43305,GO,non,77.0,M,5,119.0,BERLINE,MOY-SUPER,1365.0
43306,GO,non,77.0,M,5,119.0,BERLINE,MOY-SUPER,1355.0
43307,GO,non,77.0,M,5,119.0,BERLINE,MOY-SUPER,1350.0
43311,ES,non,77.0,M,6,134.0,BERLINE,MOY-SUPER,1270.0
43312,ES,non,77.0,M,6,134.0,BERLINE,MOY-SUPER,1265.0
43315,ES,non,147.0,A,6,180.0,BERLINE,MOY-SUPER,1470.0
43316,ES,non,147.0,A,6,180.0,BERLINE,MOY-SUPER,1460.0
43317,ES,non,147.0,A,6,180.0,BERLINE,MOY-SUPER,1455.0
43320,ES,non,147.0,M,6,175.0,BERLINE,MOY-SUPER,1450.0
43321,ES,non,147.0,M,6,175.0,BERLINE,MOY-SUPER,1440.0
43322,ES,non,147.0,M,6,175.0,BERLINE,MOY-SUPER,1435.0
43325,ES,non,118.0,A,7,155.0,BERLINE,MOY-SUPER,1385.0
43326,ES,non,118.0,A,7,155.0,BERLINE,MOY-SUPER,1375.0
43327,ES,non,118.0,A,7,155.0,BERLINE,MOY-SUPER,1370.0
43330,ES,non,118.0,M,6,158.0,BERLINE,MOY-SUPER,1365.0
43331,ES,non,118.0,M,6,158.0,BERLINE,MOY-SUPER,1355.0
43332,ES,non,118.0,M,6,158.0,BERLINE,MOY-SUPER,1350.0
43336,GO,non,125.0,A,6,159.0,BERLINE,MOY-SUPER,1505.0
43337,GO,non,125.0,A,6,159.0,BERLINE,MOY-SUPER,1495.0
43338,GO,non,125.0,A,6,159.0,BERLINE,MOY-SUPER,1490.0
43341,GO,non,125.0,M,6,149.0,BERLINE,MOY-SUPER,1485.0
43342,GO,non,125.0,M,6,149.0,BERLINE,MOY-SUPER,1475.0
43343,GO,non,125.0,M,6,149.0,BERLINE,MOY-SUPER,1470.0
43346,GO,non,103.0,A,6,138.0,BERLINE,MOY-SUPER,1415.0
43350,GO,non,103.0,M,6,126.0,BERLINE,MOY-SUPER,1395.0
43354,ES,non,90.0,A,7,147.0,BREAK,MOY-SUPER,1350.0
43355,ES,non,90.0,A,7,147.0,BREAK,MOY-SUPER,1360.0
43356,ES,non,90.0,A,7,147.0,BREAK,MOY-SUPER,1345.0
43360,ES,non,90.0,M,6,148.0,BREAK,MOY-SUPER,1330.0
43361,ES,non,90.0,M,6,148.0,BREAK,MOY-SUPER,1340.0
43362,ES,non,90.0,M,6,148.0,BREAK,MOY-SUPER,1325.0
43367,GO,non,77.0,M,5,107.0,BREAK,MOY-SUPER,1405.0
43370,GO,non,77.0,A,7,123.0,BREAK,MOY-SUPER,1395.0
43371,GO,non,77.0,A,7,123.0,BREAK,MOY-SUPER,1390.0
43374,GO,non,77.0,M,5,119.0,BREAK,MOY-SUPER,1370.0
43375,GO,non,77.0,M,5,119.0,BREAK,MOY-SUPER,1380.0
43376,GO,non,77.0,M,5,119.0,BREAK,MOY-SUPER,1365.0
43380,GO,non,77.0,M,6,141.0,BREAK,MOY-SUPER,1480.0
43381,GO,non,77.0,M,6,141.0,BREAK,MOY-SUPER,1475.0
43385,ES,non,77.0,M,6,134.0,BREAK,MOY-SUPER,1280.0
43388,ES,non,147.0,A,6,180.0,BREAK,MOY-SUPER,1475.0
43389,ES,non,147.0,A,6,180.0,BREAK,MOY-SUPER,1485.0
43390,ES,non,147.0,A,6,180.0,BREAK,MOY-SUPER,1470.0
43393,ES,non,147.0,M,6,175.0,BREAK,MOY-SUPER,1455.0
43394,ES,non,147.0,M,6,175.0,BREAK,MOY-SUPER,1465.0
43395,ES,non,147.0,M,6,175.0,BREAK,MOY-SUPER,1450.0
43398,ES,non,118.0,A,7,155.0,BREAK,MOY-SUPER,1390.0
43399,ES,non,118.0,A,7,155.0,BREAK,MOY-SUPER,1400.0
43400,ES,non,118.0,A,7,155.0,BREAK,MOY-SUPER,1385.0
43403,ES,non,118.0,M,6,158.0,BREAK,MOY-SUPER,1370.0
43404,ES,non,118.0,M,6,158.0,BREAK,MOY-SUPER,1380.0
43405,ES,non,118.0,M,6,158.0,BREAK,MOY-SUPER,1365.0
43409,GO,non,125.0,A,6,159.0,BREAK,MOY-SUPER,1510.0
43410,GO,non,125.0,A,6,159.0,BREAK,MOY-SUPER,1520.0
43411,GO,non,125.0,A,6,159.0,BREAK,MOY-SUPER,1505.0
43414,GO,non,125.0,M,6,149.0,BREAK,MOY-SUPER,1500.0
43415,GO,non,125.0,M,6,149.0,BREAK,MOY-SUPER,1490.0
43416,GO,non,125.0,M,6,149.0,BREAK,MOY-SUPER,1485.0
43419,GO,non,103.0,A,6,143.0,BREAK,MOY-SUPER,1430.0
43423,GO,non,103.0,M,6,129.0,BREAK,MOY-SUPER,1410.0
43427,GO,non,103.0,A,6,156.0,BREAK,MOY-SUPER,1520.0
43428,GO,non,103.0,A,6,156.0,BREAK,MOY-SUPER,1515.0
43430,GO,non,103.0,M,6,148.0,BREAK,MOY-SUPER,1505.0
43431,GO,non,103.0,M,6,148.0,BREAK,MOY-SUPER,1500.0
43432,GO,non,103.0,M,6,148.0,BREAK,MOY-SUPER,1495.0
43434,GO,non,103.0,A,6,162.0,BREAK,MOY-SUPER,1575.0
43437,GO,non,103.0,M,6,155.0,BREAK,MOY-SUPER,1570.0
43438,GO,non,103.0,M,6,155.0,BREAK,MOY-SUPER,1555.0
43441,ES,non,103.0,M,6,121.0,BERLINE,MOY-SUPER,1256.0
43442,ES,non,132.0,A,7,132.0,BERLINE,MOY-SUPER,1342.0
43443,ES,non,132.0,M,6,141.0,BERLINE,MOY-SUPER,1313.0
43444,ES,non,77.0,M,6,114.0,BERLINE,MOY-SUPER,1233.0
43445,GO,non,110.0,A,6,119.0,BERLINE,MOY-SUPER,1355.0
43446,GO,non,110.0,M,6,106.0,BERLINE,MOY-SUPER,1334.0
43447,GO,non,77.0,A,7,102.0,BERLINE,MOY-SUPER,1338.0
43448,GO,non,77.0,M,5,99.0,BERLINE,MOY-SUPER,1307.0
43449,ES,non,90.0,A,7,134.0,BERLINE,MOY-INFER,1230.0
43450,GO,non,77.0,M,5,106.0,BERLINE,MOY-INFER,1265.0
43451,GO,non,77.0,M,5,104.0,BERLINE,MOY-INFER,1265.0
43452,ES,non,63.0,M,5,119.0,BERLINE,MOY-INFER,1155.0
43453,ES,non,77.0,M,6,125.0,BERLINE,MOY-INFER,1175.0
43454,ES,non,55.0,M,5,137.0,BERLINE,MOY-INFER,1135.0
43455,GO,non,66.0,M,5,124.0,COMBISPACE,INFERIEURE,1322.0
43461,GO,non,77.0,M,5,124.0,COMBISPACE,INFERIEURE,1322.0
43467,ES,non,63.0,M,5,134.0,COMBISPACE,INFERIEURE,1221.0
43472,ES,non,77.0,A,7,134.0,COMBISPACE,INFERIEURE,1271.0
43475,ES,non,77.0,M,5,134.0,COMBISPACE,INFERIEURE,1237.0
43484,GO,non,55.0,M,5,109.0,COMBISPACE,INFERIEURE,1314.0
43487,GO,non,55.0,M,5,119.0,COMBISPACE,INFERIEURE,1308.0
43490,ES,non,92.0,M,6,157.0,BERLINE,SUPERIEURE,1482.0
43491,ES,non,92.0,M,6,157.0,BERLINE,SUPERIEURE,1477.0
43496,GO,non,77.0,M,5,114.0,BERLINE,SUPERIEURE,1524.0
43498,GO,non,77.0,M,5,130.0,BERLINE,SUPERIEURE,1517.0
43501,ES,non,118.0,A,7,168.0,BERLINE,SUPERIEURE,1523.0
43508,ES,non,191.0,A,6,235.0,BERLINE,SUPERIEURE,1714.0
43512,GO,non,103.0,A,6,154.0,BERLINE,SUPERIEURE,1569.0
43516,GO,non,103.0,M,6,143.0,BERLINE,SUPERIEURE,1547.0
43517,GO,non,103.0,M,6,128.0,BERLINE,SUPERIEURE,1551.0
43521,GO,non,103.0,A,6,162.0,BERLINE,SUPERIEURE,1645.0
43523,GO,non,125.0,A,6,157.0,BERLINE,SUPERIEURE,1572.0
43526,GO,non,125.0,M,6,149.0,BERLINE,SUPERIEURE,1555.0
43530,GO,non,125.0,M,6,163.0,BERLINE,SUPERIEURE,1632.0
43534,ES,non,92.0,M,6,159.0,BREAK,SUPERIEURE,1504.0
43535,ES,non,92.0,M,6,159.0,BREAK,SUPERIEURE,1499.0
43539,GO,non,77.0,M,5,114.0,BREAK,SUPERIEURE,1546.0
43541,GO,non,77.0,M,5,133.0,BREAK,SUPERIEURE,1539.0
43544,ES,non,118.0,A,7,170.0,BREAK,SUPERIEURE,1545.0
43545,ES,non,118.0,A,7,170.0,BREAK,SUPERIEURE,1550.0
43549,ES,non,191.0,A,6,237.0,BREAK,SUPERIEURE,1736.0
43550,ES,non,191.0,A,6,237.0,BREAK,SUPERIEURE,1746.0
43554,GO,non,103.0,A,6,158.0,BREAK,SUPERIEURE,1591.0
43555,GO,non,103.0,A,6,154.0,BREAK,SUPERIEURE,1591.0
43559,GO,non,103.0,M,6,145.0,BREAK,SUPERIEURE,1569.0
43560,GO,non,103.0,M,6,128.0,BREAK,SUPERIEURE,1573.0
43564,GO,non,103.0,A,6,166.0,BREAK,SUPERIEURE,1667.0
43566,GO,non,125.0,A,6,159.0,BREAK,SUPERIEURE,1594.0
43570,GO,non,125.0,M,6,151.0,BREAK,SUPERIEURE,1577.0
43574,GO,non,125.0,M,6,165.0,BREAK,SUPERIEURE,1654.0
43578,GO,non,77.0,M,5,119.0,TS TERRAINS/CHEMINS,INFERIEURE,1410.0
43580,ES,non,77.0,A,7,154.0,TS TERRAINS/CHEMINS,INFERIEURE,1375.0
43581,ES,non,77.0,A,7,154.0,TS TERRAINS/CHEMINS,INFERIEURE,1370.0
43585,ES,non,77.0,M,6,149.0,TS TERRAINS/CHEMINS,INFERIEURE,1340.0
43591,ES,non,118.0,M,6,189.0,TS TERRAINS/CHEMINS,INFERIEURE,1505.0
43594,GO,non,81.0,M,5,140.0,TS TERRAINS/CHEMINS,INFERIEURE,1420.0
43595,GO,non,81.0,M,5,140.0,TS TERRAINS/CHEMINS,INFERIEURE,1415.0
43599,GO,non,103.0,M,6,134.0,TS TERRAINS/CHEMINS,INFERIEURE,1470.0
43600,GO,non,103.0,A,6,169.0,TS TERRAINS/CHEMINS,INFERIEURE,1555.0
43603,GO,non,103.0,M,6,157.0,TS TERRAINS/CHEMINS,INFERIEURE,1530.0
43606,GO,non,81.0,M,6,159.0,TS TERRAINS/CHEMINS,INFERIEURE,1525.0
43609,GO,non,125.0,M,6,155.0,TS TERRAINS/CHEMINS,INFERIEURE,1535.0
43612,GO,non,40.0,M,5,86.0,COUPE,ECONOMIQUE,845.0
43613,GO,non,40.0,M,5,87.0,COUPE,ECONOMIQUE,845.0
43614,ES,non,45.0,M,5,97.0,COUPE,ECONOMIQUE,825.0
43616,ES,non,45.0,M,5,98.0,COUPE,ECONOMIQUE,825.0
43618,ES,non,62.0,M,5,114.0,COUPE,ECONOMIQUE,845.0
43620,ES,non,62.0,M,5,119.0,COUPE,ECONOMIQUE,845.0
43624,ES,non,62.0,M,5,115.0,COUPE,ECONOMIQUE,845.0
43626,ES,non,62.0,M,5,120.0,COUPE,ECONOMIQUE,845.0
43630,ES,non,75.0,M,5,119.0,COUPE,ECONOMIQUE,870.0
43632,ES,non,52.0,M,5,97.0,COUPE,ECONOMIQUE,825.0
43634,ES,non,52.0,M,5,98.0,COUPE,ECONOMIQUE,825.0
43636,GO,non,40.0,M,5,86.0,CABRIOLET,ECONOMIQUE,875.0
43637,GO,non,40.0,M,5,87.0,CABRIOLET,ECONOMIQUE,875.0
43638,ES,non,62.0,M,5,114.0,COUPE,ECONOMIQUE,875.0
43639,ES,non,62.0,M,5,114.0,CABRIOLET,ECONOMIQUE,875.0
43640,ES,non,62.0,M,5,119.0,CABRIOLET,ECONOMIQUE,875.0
43644,ES,non,62.0,M,5,115.0,CABRIOLET,ECONOMIQUE,875.0
43646,ES,non,62.0,M,5,120.0,CABRIOLET,ECONOMIQUE,875.0
43650,ES,non,75.0,M,5,119.0,CABRIOLET,ECONOMIQUE,895.0
43652,ES,non,52.0,M,5,99.0,CABRIOLET,ECONOMIQUE,855.0
43654,ES,non,52.0,M,5,100.0,CABRIOLET,ECONOMIQUE,855.0
43664,GO,non,129.0,M,6,157.0,TS TERRAINS/CHEMINS,MOY-SUPER,1666.0
43665,GO,non,109.6,M,6,147.0,TS TERRAINS/CHEMINS,MOY-SUPER,1679.0
43666,GO,non,129.0,M,6,169.0,TS TERRAINS/CHEMINS,MOY-SUPER,1747.0
43667,GO,non,129.0,A,6,199.0,TS TERRAINS/CHEMINS,MOY-SUPER,1767.0
43668,GO,non,109.6,M,6,157.0,TS TERRAINS/CHEMINS,MOY-SUPER,1747.0
43669,GO,non,114.0,M,6,196.0,TS TERRAINS/CHEMINS,SUPERIEURE,2065.0
43670,GO,non,114.0,A,5,206.0,TS TERRAINS/CHEMINS,SUPERIEURE,2094.0
43671,GO,non,114.0,M,6,199.0,MINIBUS,MOY-INFER,2079.0
43672,GO,non,114.0,A,5,212.0,MINIBUS,MOY-INFER,2213.5
43673,ES,non,147.0,M,6,181.0,COUPE,LUXE,1323.0
43674,ES,non,147.0,A,6,164.0,COUPE,LUXE,1346.0
43675,ES,non,110.0,M,5,173.0,TS TERRAINS/CHEMINS,MOY-SUPER,1577.5
43676,ES,non,110.0,A,4,174.0,TS TERRAINS/CHEMINS,MOY-SUPER,1587.5
43677,GO,non,108.0,M,6,158.0,TS TERRAINS/CHEMINS,MOY-SUPER,1652.5
43678,GO,non,108.0,M,6,155.0,TS TERRAINS/CHEMINS,MOY-SUPER,1615.0
43679,ES,non,110.0,M,6,160.0,TS TERRAINS/CHEMINS,MOY-SUPER,1566.5
43680,ES,non,110.0,V,0,150.0,TS TERRAINS/CHEMINS,MOY-SUPER,1591.5
43681,GO,non,108.0,M,6,156.0,TS TERRAINS/CHEMINS,MOY-SUPER,1647.0
43682,GO,non,108.0,M,6,156.0,TS TERRAINS/CHEMINS,MOY-SUPER,1657.0
43683,ES,non,177.0,V,0,197.0,TS TERRAINS/CHEMINS,MOY-SUPER,1696.5
43684,ES,non,221.0,M,6,243.0,BREAK,MOY-SUPER,1592.5
43685,ES,non,221.0,M,6,243.0,BERLINE,MOY-SUPER,1595.0
43686,ES,non,123.0,V,0,190.0,BERLINE,MOY-SUPER,1571.0
43687,GO,non,110.0,M,6,153.0,BERLINE,MOY-SUPER,1620.0
43688,ES,non,127.0,V,0,174.0,BREAK,MOY-SUPER,1609.5
43689,ES,non,127.0,V,0,175.0,BREAK,MOY-SUPER,1620.0
43690,GO,non,110.0,M,6,156.0,BREAK,MOY-SUPER,1675.0
43691,GO,non,110.0,M,6,155.0,BREAK,MOY-SUPER,1665.5
43692,ES,non,191.0,A,5,232.0,BREAK,MOY-SUPER,1680.5
43693,GO,non,66.0,M,6,113.0,MINISPACE,INFERIEURE,1242.5
43694,GO,non,66.0,A,6,115.0,MINISPACE,INFERIEURE,1247.5
43695,ES,non,73.0,M,6,127.0,MINISPACE,INFERIEURE,1177.5
43696,ES,non,84.0,M,5,151.0,TS TERRAINS/CHEMINS,MOY-SUPER,1460.0
43697,ES,non,110.0,M,6,160.0,TS TERRAINS/CHEMINS,MOY-SUPER,1460.0
43698,ES,non,110.0,V,0,153.0,TS TERRAINS/CHEMINS,MOY-SUPER,1490.0
43699,GO,non,108.0,M,6,146.0,TS TERRAINS/CHEMINS,MOY-SUPER,1525.0
43700,ES,non,50.0,A,4,118.0,BERLINE,ECONOMIQUE,970.0
43701,ES,non,50.0,M,5,99.0,BERLINE,ECONOMIQUE,930.0
43702,GO,non,95.0,M,5,174.0,TS TERRAINS/CHEMINS,MOY-SUPER,1604.0
43703,GO,non,95.0,M,5,174.0,TS TERRAINS/CHEMINS,MOY-SUPER,1729.0
43704,ES,non,62.5,M,5,162.0,TS TERRAINS/CHEMINS,INFERIEURE,1135.0
43705,ES,non,131.0,V,0,185.0,BERLINE,MOY-SUPER,1535.0
43706,ES,non,131.0,M,6,183.0,BERLINE,MOY-SUPER,1495.0
43707,ES,non,131.0,V,0,191.0,BERLINE,MOY-SUPER,1605.0
43708,ES,non,50.0,M,5,109.0,MINISPACE,INFERIEURE,1050.0
43709,ES,non,69.0,A,4,131.0,MINISPACE,INFERIEURE,1115.0
43710,ES,non,69.0,M,5,128.0,BERLINE,INFERIEURE,1110.0
43711,GO,non,55.0,M,5,109.0,BERLINE,INFERIEURE,1125.0
43712,ES,non,100.0,M,6,147.0,BERLINE,INFERIEURE,1115.0
43714,ES,non,69.0,A,4,125.0,BERLINE,INFERIEURE,1050.0
43716,ES,non,69.0,M,5,116.0,BERLINE,INFERIEURE,1020.0
43718,GO,non,55.0,M,5,101.0,BERLINE,INFERIEURE,1125.0
43720,GO,non,55.0,M,5,109.0,BERLINE,INFERIEURE,1140.0
43721,ES,non,100.0,M,6,147.0,BERLINE,INFERIEURE,1130.0
43722,ES,non,69.0,A,4,128.0,BERLINE,INFERIEURE,1065.0
43724,ES,non,69.0,M,5,116.0,BERLINE,INFERIEURE,1035.0
43726,GO,non,55.0,M,5,101.0,BERLINE,INFERIEURE,1140.0
43728,ES,non,69.0,M,5,126.0,BERLINE,INFERIEURE,1110.0
